Postal,Lat,Lon,Address
760665,1.419783239,103.840574,665 YISHUN AVE 4
760661,1.422015232,103.8407143,661 YISHUN AVE 4
760652,1.423779231,103.8400518,652 YISHUN AVE 4
760664,1.420199866,103.8410746,664 YISHUN AVE 4
760618,1.418735301,103.8357033,618 YISHUN RING RD
560613,1.378456616,103.8392927,613 ANG MO KIO AVE 4
560616,1.37746747,103.8387767,616 ANG MO KIO AVE 4
560615,1.377463413,103.8391301,615 ANG MO KIO AVE 4
560614,1.377969305,103.8392171,614 ANG MO KIO AVE 4
470719,1.336419847,103.9248327,719 BEDOK RESERVOIR RD
470716,1.337837952,103.9249737,716 BEDOK RESERVOIR RD
470725,1.337645866,103.9289908,725 BEDOK RESERVOIR RD
410636,1.33105257,103.904387,636 BEDOK RESERVOIR RD
464010,1.321620093,103.937041,10E BEDOK STH AVE 2
410637,1.331066906,103.9039326,637 BEDOK RESERVOIR RD
462094,1.333614296,103.9426283,94C BEDOK NTH AVE 4
410638,1.3314453,103.9044348,638 BEDOK RESERVOIR RD
461094,1.333876734,103.9428835,94B BEDOK NTH AVE 4
410639,1.331663249,103.9046256,639 BEDOK RESERVOIR RD
461010,1.322353866,103.9361833,10B BEDOK STH AVE 2
463010,1.321770859,103.9363266,10D BEDOK STH AVE 2
410661,1.334476718,103.9078849,661 JLN DAMAI
460029,1.324760401,103.9243702,29 CHAI CHEE AVE
410662,1.334654581,103.9082216,662 JLN DAMAI
570187,1.349550949,103.851544,187 BISHAN ST 13
570223,1.358442054,103.8482639,223 BISHAN ST 23
650142,1.35000418,103.7428608,142 BT BATOK ST 11
650141,1.350441718,103.743212,141 BT BATOK ST 11
650121,1.351625571,103.7480114,121 BT BATOK CTRL
650120,1.351059427,103.7477123,120 BT BATOK CTRL
650223,1.348015545,103.7533973,223 BT BATOK EAST AVE 3
650221,1.347475624,103.753691,221 BT BATOK EAST AVE 3
650125,1.351534849,103.7471585,125 BT BATOK CTRL
650366,1.360364788,103.7489167,366 BT BATOK ST 31
650402,1.364703506,103.7442468,402 BT BATOK WEST AVE 7
650404,1.365517079,103.7451439,404 BT BATOK WEST AVE 7
650288,1.34507654,103.760512,288A BT BATOK ST 25
650627,1.351846127,103.74935,627 BT BATOK CTRL
650299,1.344247089,103.747101,299 BT BATOK ST 22
651289,1.343866875,103.760535,289B BT BATOK ST 25
653290,1.3435536,103.7566288,290B BT BATOK ST 24
655288,1.34525093,103.7583612,288F BT BATOK ST 25
651288,1.346006231,103.7605059,288B BT BATOK ST 25
670107,1.377984697,103.7667147,107 GANGSA RD
670129,1.375724234,103.770322,129 PENDING RD
670130,1.374011291,103.7712818,130 CASHEW RD
670451,1.385082106,103.7722192,451 FAJAR RD
670523,1.386975028,103.7657009,523 JELAPANG RD
670521,1.387357109,103.765995,521 JELAPANG RD
670503,1.384184146,103.7664346,503 JELAPANG RD
670528,1.384790718,103.765617,528 JELAPANG RD
670542,1.382958952,103.7639516,542 JELAPANG RD
670544,1.382058449,103.7640154,544 JELAPANG RD
670607,1.382519651,103.7615163,607 SENJA RD
670617,1.385652595,103.7628257,617 BT PANJANG RING RD
670180,1.378853657,103.7647756,180 LOMPANG RD
681203,1.381219272,103.7489457,203 CHOA CHU KANG AVE 1
680235,1.379756644,103.7487492,235 CHOA CHU KANG CTRL
680214,1.382760163,103.7467177,214 CHOA CHU KANG CTRL
680282,1.380254434,103.7432144,282 CHOA CHU KANG AVE 3
680133,1.380744151,103.7512211,133 TECK WHYE LANE
680436,1.38457388,103.7403688,436 CHOA CHU KANG AVE 4
680351,1.383504884,103.7430794,351 CHOA CHU KANG CTRL
680275,1.379275591,103.7422297,275 CHOA CHU KANG AVE 2
680341,1.38435517,103.746146,341 CHOA CHU KANG LOOP
680273,1.379248709,103.7430768,273 CHOA CHU KANG AVE 2
680342,1.383941558,103.7464256,342 CHOA CHU KANG LOOP
680274,1.37936988,103.7428687,274 CHOA CHU KANG AVE 2
680134,1.380266095,103.7509568,134 TECK WHYE LANE
680531,1.392891035,103.7415344,531 CHOA CHU KANG ST 51
680758,1.393171515,103.7461337,758 CHOA CHU KANG NTH 5
680526,1.391354054,103.7418933,526 CHOA CHU KANG ST 51
680525,1.391506892,103.7415387,525 CHOA CHU KANG ST 51
680753,1.392340906,103.7469436,753 CHOA CHU KANG NTH 5
680754,1.392298412,103.7466031,754 CHOA CHU KANG NTH 5
680529,1.392192181,103.7421435,529 CHOA CHU KANG ST 51
680755,1.392366688,103.7459848,755 CHOA CHU KANG NTH 5
680606,1.398435726,103.7438196,606 CHOA CHU KANG ST 62
680558,1.395509378,103.7447329,558 CHOA CHU KANG NTH 6
681602,1.397565974,103.7444557,602 CHOA CHU KANG ST 62
680554,1.396211536,103.743113,554 CHOA CHU KANG NTH 6
680605,1.398106117,103.7435559,605 CHOA CHU KANG ST 62
680163,1.380910277,103.7569258,163 JLN TECK WHYE
680164,1.381159263,103.7563626,164 JLN TECK WHYE
680663,1.401984751,103.7507884,663 CHOA CHU KANG CRES
682690,1.403183777,103.7518731,690B CHOA CHU KANG CRES
400846,1.317602618,103.9017072,846 SIMS AVE
530633,1.369826072,103.8793174,633 HOUGANG AVE 8
530563,1.379933788,103.8886543,563 HOUGANG ST 51
530559,1.380027211,103.8894963,559 HOUGANG ST 51
530852,1.369700518,103.8937572,852 HOUGANG CTRL
530579,1.379039028,103.8860621,579 HOUGANG AVE 4
530959,1.376966938,103.8792235,959 HOUGANG ST 91
538698,1.375637044,103.8887392,698D HOUGANG ST 52
530972,1.378220406,103.8794205,972 HOUGANG ST 91
530974,1.377789046,103.8794445,974 HOUGANG ST 91
530967,1.378183076,103.8786414,967 HOUGANG AVE 9
530375,1.363158279,103.8895552,375 HOUGANG ST 31
530961,1.377752166,103.8786653,961 HOUGANG AVE 9
530975,1.377159675,103.87968,975 HOUGANG ST 91
600325,1.348803421,103.7289844,325 JURONG EAST ST 31
600216,1.339530845,103.7378094,216 JURONG EAST ST 21
600050,1.320603555,103.7377922,50 TEBAN GDNS RD
601223,1.341372153,103.7367542,223A JURONG EAST ST 21
601285,1.338538229,103.7462234,285A TOH GUAN RD
603287,1.337868794,103.7448742,287C JURONG EAST ST 21
640410,1.353673528,103.7263843,410 JURONG WEST ST 42
640828,1.345156894,103.6931141,828 JURONG WEST ST 81
640710,1.342882765,103.6948548,710 JURONG WEST ST 71
640841,1.344551834,103.6928373,841 JURONG WEST ST 81
640831,1.344849056,103.6948142,831 JURONG WEST ST 81
640829,1.344977424,103.6938822,829 JURONG WEST ST 81
640827,1.345637888,103.6931541,827 JURONG WEST ST 81
640708,1.342075242,103.6943064,708 JURONG WEST ST 71
640702,1.341985271,103.6953056,702 JURONG WEST ST 71
610369,1.336981611,103.7197722,369 YUNG AN RD
640752,1.348527627,103.6994288,752 JURONG WEST ST 74
610363,1.33658939,103.7201863,363 YUNG AN RD
610161,1.329776329,103.7215859,161 YUNG PING RD
610162,1.329648344,103.7220915,162 YUNG PING RD
610335,1.339042682,103.7231462,335 KANG CHING RD
642666,1.339614224,103.7019586,666B JURONG WEST ST 65
641666,1.339768,103.7013798,666A JURONG WEST ST 65
642665,1.339798317,103.7029436,665B JURONG WEST ST 64
644669,1.343430833,103.7032581,669D JURONG WEST ST 64
642669,1.342849657,103.7028043,669B JURONG WEST ST 64
641669,1.342892717,103.7031361,669A JURONG WEST ST 64
90007,1.278361373,103.819384,7 TELOK BLANGAH CRES
561323,1.367541521,103.8478092,323 ANG MO KIO AVE 3
560314,1.366227071,103.8500859,314 ANG MO KIO AVE 3
560116,1.37334635,103.8364593,116 ANG MO KIO AVE 4
560406,1.362004539,103.8538799,406 ANG MO KIO AVE 10
560510,1.373400926,103.8490732,510 ANG MO KIO AVE 8
560508,1.373790082,103.849029,508 ANG MO KIO AVE 8
560174,1.375097469,103.837619,174 ANG MO KIO AVE 4
561172,1.374776843,103.8367079,172 ANG MO KIO AVE 4
460101,1.334484667,103.9379247,101 BEDOK NTH AVE 4
460106,1.33445895,103.9370871,106 BEDOK NTH AVE 4
460038,1.320825609,103.9389946,38 BEDOK STH RD
460541,1.331332844,103.9229538,541 BEDOK NTH ST 3
470617,1.333127578,103.9165117,617 BEDOK RESERVOIR RD
470620,1.334334322,103.9177126,620 BEDOK RESERVOIR RD
460534,1.333036982,103.9248122,534 BEDOK NTH ST 3
460535,1.332702787,103.9234567,535 BEDOK NTH ST 3
100045,1.271757071,103.8095604,45 TELOK BLANGAH DR
100076,1.274383638,103.8087418,76 TELOK BLANGAH DR
120344,1.31812074,103.7690884,344 CLEMENTI AVE 5
610111,1.333889396,103.7233061,111 HO CHING RD
610112,1.333885581,103.7236884,112 HO CHING RD
321007,1.324086126,103.8591668,7 ST. GEORGE'S LANE
441015,1.304619194,103.9140772,15 MARINE TER
531008,1.348908689,103.8767157,8 LOR LEW LIAN
310061,1.336456834,103.852111,61 LOR 5 TOA PAYOH
310161,1.330509323,103.8450036,161 LOR 1 TOA PAYOH
310160,1.330944255,103.8450204,160 LOR 1 TOA PAYOH
730016,1.442297823,103.7778785,16 MARSILING LANE
560170,1.374000718,103.8364315,170 ANG MO KIO AVE 4
460113,1.33036165,103.935081,113 BEDOK NTH ST 2
470618,1.333020409,103.9170378,618 BEDOK RESERVOIR RD
460114,1.330505213,103.9358169,114 BEDOK NTH ST 2
460514,1.332240197,103.9289062,514 BEDOK NTH AVE 2
162010,1.286973834,103.8390758,10 JLN KUKOH
162008,1.287377627,103.8394071,8 JLN KUKOH
160009,1.287674258,103.8388579,9 JLN KUKOH
380096,1.321656498,103.8854234,96 ALJUNIED CRES
380109,1.319392918,103.8844399,109 ALJUNIED CRES
270018,1.310150547,103.7870824,18 GHIM MOH RD
730218,1.446521069,103.7733905,218 MARSILING CRES
200805,1.308272555,103.8609007,805 KING GEORGE'S AVE
531986,1.381916946,103.8798037,986A BUANGKOK CRES
640188,1.343810091,103.7109905,188 BOON LAY DR
640191,1.343765689,103.712164,191 BOON LAY DR
822602,1.403012767,103.9068635,602B PUNGGOL CTRL
750513,1.454207766,103.8201352,513 WELLINGTON CIRCLE
542302,1.387862243,103.8907051,302B ANCHORVALE LINK
791445,1.392220138,103.8744098,445A FERNVALE RD
521299,1.350005297,103.9539382,299A TAMPINES ST 22
760438,1.421679349,103.8460892,438 YISHUN AVE 11
760448,1.422482717,103.844903,448 YISHUN RING RD
680535,1.391339945,103.7439319,535 CHOA CHU KANG ST 51
643987,1.336619865,103.6950912,987C JURONG WEST ST 93
644989,1.335775995,103.6954323,989D JURONG WEST ST 93
643989,1.335801698,103.6951451,989C JURONG WEST ST 93
642989,1.335872533,103.6948382,989B JURONG WEST ST 93
642676,1.346002188,103.7041892,676B JURONG WEST ST 64
642678,1.345128195,103.7038974,678B JURONG WEST ST 64
643678,1.344806186,103.7038386,678C JURONG WEST ST 64
641989,1.335973352,103.6945678,989A JURONG WEST ST 93
644678,1.344864896,103.7033954,678D JURONG WEST ST 64
641677,1.345630476,103.705038,677A JURONG WEST ST 64
641678,1.345080096,103.7044007,678A JURONG WEST ST 64
641986,1.337132693,103.6951094,986A JURONG WEST ST 93
641675,1.34542577,103.7034646,675A JURONG WEST ST 64
642675,1.345753081,103.7036418,675B JURONG WEST ST 64
641676,1.345957186,103.7045391,676A JURONG WEST ST 64
643986,1.336957064,103.6956682,986C JURONG WEST ST 93
643988,1.335743987,103.6957769,988C JURONG WEST ST 93
643677,1.345352692,103.70496,677C JURONG WEST ST 64
641987,1.336523897,103.6944939,987A JURONG WEST ST 93
641988,1.33648744,103.6956145,988A JURONG WEST ST 93
642987,1.336593345,103.6947739,987B JURONG WEST ST 93
642988,1.336190797,103.6957924,988B JURONG WEST ST 93
820135,1.392092062,103.9100225,135 EDGEDALE PLAINS
820297,1.402191213,103.9054519,297 PUNGGOL CTRL
820183,1.398810031,103.9098456,183 EDGEFIELD PLAINS
820130,1.393172994,103.9100553,130 EDGEDALE PLAINS
820112,1.396245169,103.9070873,112 EDGEFIELD PLAINS
820178,1.399406544,103.908431,178 EDGEFIELD PLAINS
820295,1.401886208,103.9049173,295 PUNGGOL CTRL
820133,1.392831554,103.9106201,133 EDGEDALE PLAINS
820116,1.39541568,103.9069122,116 EDGEFIELD PLAINS
820294,1.402571817,103.9046355,294 PUNGGOL CTRL
820298,1.402617228,103.9056027,298 PUNGGOL CTRL
820114,1.395799718,103.9075556,114 EDGEFIELD PLAINS
820293,1.403075573,103.9049453,293 PUNGGOL CTRL
820117,1.395787352,103.9066178,117 EDGEFIELD PLAINS
820299,1.402706152,103.9053082,299 PUNGGOL CTRL
820193,1.399967929,103.909013,193 EDGEFIELD PLAINS
820138,1.392771159,103.9097962,138 EDGEDALE PLAINS
820182,1.398921796,103.9093113,182 EDGEFIELD PLAINS
820111,1.396677886,103.9065791,111 EDGEFIELD PLAINS
820132,1.393069499,103.9106985,132 EDGEDALE PLAINS
820184,1.398515832,103.9101406,184 EDGEFIELD PLAINS
820185,1.398068147,103.9101669,185 EDGEFIELD PLAINS
820134,1.392335405,103.9101808,134 EDGEDALE PLAINS
821163,1.395500602,103.9140598,163A PUNGGOL CTRL
820188,1.398938692,103.9105385,188 PUNGGOL CTRL
821161,1.3958161,103.9150182,161A PUNGGOL CTRL
822163,1.39563022,103.9137722,163B PUNGGOL CTRL
820186,1.398563328,103.9111,186 PUNGGOL CTRL
820192,1.399770926,103.9095143,192 PUNGGOL CTRL
821162,1.39636616,103.9142502,162A PUNGGOL CTRL
822165,1.395128032,103.9144671,165B PUNGGOL CTRL
822161,1.39572273,103.915306,161B PUNGGOL CTRL
820191,1.399512505,103.9097527,191 PUNGGOL CTRL
821165,1.394998966,103.9147543,165A PUNGGOL CTRL
820190,1.39924142,103.9100543,190 PUNGGOL CTRL
821166,1.394448669,103.9155224,166A PUNGGOL CTRL
822162,1.396272161,103.9145378,162B PUNGGOL CTRL
821160,1.395312099,103.9157082,160A PUNGGOL CTRL
824637,1.399057628,103.9154647,637D PUNGGOL DR
823642,1.398600697,103.9162033,642C PUNGGOL DR
820652,1.396953111,103.9157376,652 PUNGGOL CTRL
821641,1.398554823,103.9170016,641A PUNGGOL DR
822642,1.398284533,103.9162553,642B PUNGGOL DR
823637,1.399179807,103.9150066,637C PUNGGOL DR
820646,1.398148805,103.9157809,646 PUNGGOL CTRL
820647,1.398063071,103.9154533,647 PUNGGOL CTRL
822637,1.39949597,103.9149545,637B PUNGGOL DR
820645,1.39777617,103.9162774,645 PUNGGOL CTRL
822641,1.398792102,103.9166252,641B PUNGGOL DR
820648,1.397692398,103.915172,648 PUNGGOL CTRL
820651,1.396866833,103.9154104,651 PUNGGOL CTRL
820649,1.397238237,103.9149154,649 PUNGGOL CTRL
821638,1.400123957,103.9148717,638A PUNGGOL DR
821637,1.399693672,103.914597,637A PUNGGOL DR
823638,1.399676335,103.9153916,638C PUNGGOL DR
820643,1.39731946,103.9160186,643 PUNGGOL CTRL
822638,1.399824434,103.915139,638B PUNGGOL DR
824642,1.39879751,103.9158457,642D PUNGGOL DR
823641,1.398940204,103.9163726,641C PUNGGOL DR
823273,1.402303014,103.9012624,273C PUNGGOL PL
822617,1.40215673,103.9121478,617B PUNGGOL DR
823267,1.404290802,103.8983193,267C PUNGGOL FIELD
823269,1.403652033,103.8985316,269C PUNGGOL FIELD
823618,1.401686288,103.9118158,618C PUNGGOL DR
822273,1.401960108,103.9017788,273B PUNGGOL PL
822274,1.403116263,103.9022874,274B PUNGGOL PL
821269,1.403149047,103.8989758,269A PUNGGOL FIELD
822270,1.404108025,103.8990319,270B PUNGGOL FIELD
823289,1.401549241,103.9035195,289C PUNGGOL PL
821288,1.402377994,103.9030395,288A PUNGGOL PL
823274,1.403258431,103.9020087,274C PUNGGOL PL
823270,1.404315452,103.8988518,270C PUNGGOL FIELD
821267,1.404559094,103.8975049,267A PUNGGOL FIELD
821268,1.404111506,103.8973989,268A PUNGGOL FIELD
822618,1.40146582,103.912122,618B PUNGGOL DR
821270,1.403979501,103.8994549,270A PUNGGOL FIELD
824289,1.402039057,103.9035327,289D PUNGGOL PL
822271,1.40417055,103.9005811,271B PUNGGOL WALK
823271,1.403941659,103.9010343,271C PUNGGOL WALK
821272,1.403145259,103.900666,272A PUNGGOL WALK
823272,1.402857065,103.9000672,272C PUNGGOL WALK
753356,1.449252211,103.8177946,356C ADMIRALTY DR
751359,1.449663177,103.8155449,359A ADMIRALTY DR
753360,1.448674933,103.8146922,360C ADMIRALTY DR
750357,1.450036033,103.8164351,357 ADMIRALTY DR
752341,1.44798211,103.8185069,341B SEMBAWANG CL
752340,1.44717581,103.8182667,340B SEMBAWANG CL
752359,1.449399859,103.815132,359B ADMIRALTY DR
753357,1.449829415,103.817599,357C ADMIRALTY DR
752357,1.450241683,103.8173161,357B ADMIRALTY DR
752356,1.449228692,103.8173757,356B ADMIRALTY DR
751357,1.450043994,103.8170033,357A ADMIRALTY DR
753359,1.449124937,103.8147139,359C ADMIRALTY DR
751340,1.447533901,103.8178923,340A SEMBAWANG CL
752339,1.448015957,103.8175607,339B SEMBAWANG CL
750467,1.452226677,103.8144259,467 ADMIRALTY DR
751360,1.449203309,103.8158485,360A ADMIRALTY DR
750359,1.449708196,103.8158652,359 ADMIRALTY DR
751341,1.447576365,103.8186098,341A SEMBAWANG CL
753466,1.455880569,103.8131468,466C SEMBAWANG DR
754466,1.455952918,103.8135475,466D SEMBAWANG DR
542298,1.395521675,103.902214,298B COMPASSVALE ST
541298,1.395167098,103.9017895,298A COMPASSVALE ST
542120,1.385798182,103.9043943,120B RIVERVALE DR
543298,1.396269926,103.9009832,298C COMPASSVALE ST
544298,1.395816643,103.9009302,298D COMPASSVALE ST
543299,1.396349011,103.9017779,299C COMPASSVALE ST
541297,1.39483596,103.9006973,297A COMPASSVALE ST
542297,1.394737063,103.9009649,297B COMPASSVALE ST
541299,1.396241314,103.9026328,299A COMPASSVALE ST
541311,1.390964682,103.8840603,311A ANCHORVALE LANE
542309,1.391416945,103.8858724,309B ANCHORVALE RD
541312,1.391733742,103.8851556,312A ANCHORVALE LANE
541157,1.387855124,103.9083929,157A RIVERVALE CRES
541310,1.390905315,103.885025,310A ANCHORVALE RD
543157,1.387758502,103.9077291,157C RIVERVALE CRES
791403,1.388930609,103.8732086,403A FERNVALE LANE
542269,1.383601147,103.8959425,269B COMPASSVALE LINK
541267,1.382952332,103.8978626,267A COMPASSVALE LINK
520497,1.359332001,103.958581,497A TAMPINES ST 45
522498,1.361113486,103.9595947,498D TAMPINES ST 45
730528,1.431489272,103.7925584,528 WOODLANDS DR 14
730535,1.431130148,103.7919505,535 WOODLANDS DR 14
730533,1.430548515,103.7920721,533 WOODLANDS DR 14
730525,1.432322781,103.79325,525 WOODLANDS DR 14
734683,1.440746753,103.8031394,683D WOODLANDS DR 62
733681,1.439788661,103.8031201,681C WOODLANDS DR 62
735690,1.442165494,103.8080407,690E WOODLANDS DR 75
734690,1.442615966,103.8078522,690D WOODLANDS DR 75
670656,1.387611344,103.7645887,656 SENJA RD
543120,1.385262446,103.904005,120C RIVERVALE DR
543309,1.391098224,103.8857612,309C ANCHORVALE RD
541159,1.387860191,103.9072896,159A RIVERVALE CRES
731683,1.440097906,103.8028926,683A WOODLANDS DR 62
470762,1.33621989,103.9343276,762 BEDOK RESERVOIR VIEW
470770,1.335925042,103.9384609,770 BEDOK RESERVOIR VIEW
510143,1.361984052,103.9606958,143 PASIR RIS ST 11
510749,1.378339938,103.9342765,749 PASIR RIS ST 71
510773,1.374788436,103.9363539,773 PASIR RIS ST 71
510755,1.377470617,103.9337038,755 PASIR RIS ST 71
510703,1.380391611,103.9371632,703 PASIR RIS DR 10
510762,1.375670202,103.9339316,762 PASIR RIS ST 71
510771,1.375530561,103.9364951,771 PASIR RIS ST 71
510724,1.380934399,103.9362347,724 PASIR RIS ST 72
510700,1.380266008,103.9383197,700 PASIR RIS DR 10
510723,1.380680711,103.9365962,723 PASIR RIS ST 72
510719,1.382242679,103.9366468,719 PASIR RIS ST 72
510722,1.380963752,103.9368903,722 PASIR RIS ST 72
510704,1.380783842,103.9372793,704 PASIR RIS DR 10
510738,1.379180743,103.9365537,738 PASIR RIS DR 10
510753,1.377156177,103.9344823,753 PASIR RIS ST 71
510765,1.376702331,103.9347472,765 PASIR RIS ST 71
510718,1.382443154,103.9363714,718 PASIR RIS ST 72
510772,1.375375847,103.9369737,772 PASIR RIS ST 71
510739,1.378505725,103.9367962,739 PASIR RIS DR 10
510767,1.375645447,103.9358638,767 PASIR RIS ST 71
510706,1.380804459,103.9382387,706 PASIR RIS DR 10
510760,1.376400203,103.9335398,760 PASIR RIS ST 71
510764,1.376307047,103.9345593,764 PASIR RIS ST 71
510701,1.379965919,103.9379322,701 PASIR RIS DR 10
510747,1.379220826,103.9345558,747 PASIR RIS ST 71
510777,1.375036114,103.9373128,777 PASIR RIS ST 71
510757,1.37717717,103.9335798,757 PASIR RIS ST 71
510750,1.378208601,103.9346461,750 PASIR RIS ST 71
510736,1.379652364,103.9373123,736 PASIR RIS DR 10
510768,1.375370676,103.9355177,768 PASIR RIS ST 71
510742,1.376955021,103.9359424,742 PASIR RIS ST 71
510748,1.378506803,103.9347957,748 PASIR RIS ST 71
510751,1.377864942,103.9340754,751 PASIR RIS ST 71
510613,1.374995864,103.9415106,613 ELIAS RD
510766,1.375947589,103.9360009,766 PASIR RIS ST 71
510774,1.3741806,103.9366903,774 PASIR RIS ST 71
510720,1.381785964,103.9364118,720 PASIR RIS ST 72
510702,1.38023204,103.9375665,702 PASIR RIS DR 10
511614,1.375804555,103.9422398,614 ELIAS RD
510709,1.381761718,103.938578,709 PASIR RIS DR 10
510770,1.375082496,103.9361118,770 PASIR RIS ST 71
510776,1.374611175,103.9371758,776 PASIR RIS ST 71
510769,1.375106227,103.9351472,769 PASIR RIS ST 71
821110,1.396124003,103.9092837,110A PUNGGOL FIELD
821126,1.39410055,103.9113562,126A EDGEDALE PLAINS
821128,1.393542263,103.9124285,128A PUNGGOL FIELD WALK
821175,1.397404216,103.9089737,175A PUNGGOL FIELD
823128,1.392549137,103.9125609,128C PUNGGOL FIELD WALK
821201,1.400085464,103.9035356,201A PUNGGOL FIELD
821205,1.39852262,103.9021117,205A PUNGGOL FIELD
823204,1.398033215,103.9030726,204C PUNGGOL FIELD
824201,1.399684321,103.9033781,201D PUNGGOL FIELD
822203,1.398048415,103.9034765,203B PUNGGOL FIELD
823174,1.396973051,103.9104245,174C EDGEDALE PLAINS
821613,1.40442052,103.907861,613A PUNGGOL DR
822604,1.403889296,103.9072069,604B PUNGGOL RD
823612,1.405077716,103.9077599,612C PUNGGOL DR
822601,1.402147022,103.9078319,601B PUNGGOL CTRL
822612,1.404938584,103.9081572,612B PUNGGOL DR
823602,1.402713299,103.9072462,602C PUNGGOL CTRL
823613,1.403983217,103.9086639,613C PUNGGOL DR
823615,1.403558837,103.9101535,615C EDGEFIELD PLAINS
822614,1.402903237,103.9100575,614B EDGEFIELD PLAINS
823604,1.403665376,103.9075323,604C PUNGGOL RD
824612,1.404726526,103.9076236,612D PUNGGOL DR
821602,1.403480538,103.9071174,602A PUNGGOL CTRL
823603,1.403333198,103.9079705,603C PUNGGOL RD
822615,1.403745882,103.9098829,615B EDGEFIELD PLAINS
824601,1.402964008,103.9078474,601D PUNGGOL CTRL
823601,1.40267897,103.9081061,601C PUNGGOL CTRL
821622,1.399927801,103.9110469,622A PUNGGOL CTRL
821623,1.399884825,103.9118964,623A PUNGGOL CTRL
823207,1.400653675,103.9003487,207C PUNGGOL PL
823169,1.393621092,103.9142236,169C PUNGGOL FIELD
821170,1.393560948,103.9148607,170A PUNGGOL FIELD
824207,1.400946529,103.9007084,207D PUNGGOL PL
823623,1.399632865,103.9114585,623C PUNGGOL CTRL
821624,1.400862412,103.9113687,624A PUNGGOL CTRL
823622,1.400668946,103.9109494,622C PUNGGOL CTRL
822622,1.400343698,103.9105412,622B PUNGGOL CTRL
821169,1.393082747,103.9142822,169A PUNGGOL FIELD
822169,1.393224665,103.9140677,169B PUNGGOL FIELD
821207,1.400286679,103.9010124,207A PUNGGOL PL
821209,1.399730681,103.9007321,209A PUNGGOL PL
821210,1.400068281,103.9003993,210A PUNGGOL PL
824168,1.393746768,103.9140016,168D PUNGGOL FIELD
822210,1.400186245,103.900097,210B PUNGGOL PL
824211,1.400935632,103.8991985,211D PUNGGOL WALK
823168,1.393903151,103.9137768,168C PUNGGOL FIELD
822623,1.399359355,103.9118367,623B PUNGGOL CTRL
823211,1.400760493,103.8996136,211C PUNGGOL WALK
823213,1.400598495,103.8989202,213C PUNGGOL WALK
822212,1.400404239,103.8994843,212B PUNGGOL WALK
821213,1.400309003,103.8980751,213A PUNGGOL WALK
821313,1.409851841,103.9019953,313A SUMANG LINK
822266,1.405574739,103.8979257,266B PUNGGOL WAY
141081,1.294620407,103.8092773,81 STRATHMORE AVE
141080,1.294561391,103.8096921,80 STRATHMORE AVE
140145,1.293813729,103.8050279,145 MEI LING ST
140021,1.29327775,103.799918,21 QUEEN'S CL
140129,1.293055547,103.8144244,129 CLARENCE LANE
140022,1.293566229,103.7996226,22 QUEEN'S CL
140130,1.292721267,103.8148357,130 CLARENCE LANE
272005,1.307674422,103.7962716,5 HOLLAND CL
272003,1.308722236,103.7967508,3A HOLLAND CL
140182,1.295382633,103.8049624,182 STIRLING RD
142058,1.29308496,103.8107889,58 STRATHMORE AVE
140181,1.294382132,103.8055602,181 STIRLING RD
141060,1.293085872,103.8118849,60 STRATHMORE AVE
140056,1.293360743,103.809857,56 STRATHMORE AVE
142062,1.294386975,103.8114265,62A STRATHMORE AVE
144061,1.294236426,103.8120352,61C STRATHMORE AVE
272018,1.311058611,103.7918866,18A HOLLAND DR
273018,1.31101769,103.7914519,18B HOLLAND DR
274018,1.310316292,103.7917389,18C HOLLAND DR
271023,1.308635628,103.786332,23 GHIM MOH LINK
271022,1.309356763,103.7854897,22 GHIM MOH LINK
270028,1.30887985,103.7848029,28 GHIM MOH LINK
750311,1.446318068,103.8225383,311 CANBERRA RD
750306,1.445677765,103.8224215,306 CANBERRA RD
750303,1.444689924,103.8224416,303 CANBERRA RD
750308,1.446326935,103.8217445,308 CANBERRA RD
750312,1.444502658,103.8210095,312 SEMBAWANG DR
750327,1.445663823,103.8190221,327 SEMBAWANG CRES
750334,1.447328282,103.8158201,334 SEMBAWANG CL
750335,1.447163473,103.8150135,335 SEMBAWANG CL
750326,1.444916885,103.8191194,326 SEMBAWANG CRES
750321,1.44608015,103.8185241,321 SEMBAWANG CL
750318,1.44623077,103.8199939,318 SEMBAWANG VISTA
750329,1.446351101,103.8176643,329 SEMBAWANG CL
750322,1.445559889,103.8182964,322 SEMBAWANG CL
750331,1.447528577,103.816662,331 SEMBAWANG CL
750328,1.445435055,103.8193867,328 SEMBAWANG CRES
750323,1.445091252,103.818075,323 SEMBAWANG CL
750332,1.446701271,103.8170446,332 SEMBAWANG CL
750324,1.444570985,103.8178474,324 SEMBAWANG CL
750481,1.452976284,103.8150941,481 SEMBAWANG DR
750478,1.452452221,103.8164885,478 SEMBAWANG DR
750470,1.451576162,103.8151574,470 SEMBAWANG DR
750474,1.450712103,103.8165436,474 SEMBAWANG DR
750473,1.451336282,103.8165224,473 SEMBAWANG DR
750475,1.450897307,103.8170816,475 SEMBAWANG DR
751501,1.451769196,103.8207817,501A WELLINGTON CIRCLE
752352,1.450298965,103.8198148,352B CANBERRA RD
752351,1.450860772,103.8199728,351B CANBERRA RD
751507,1.452730801,103.8239669,507A WELLINGTON CIRCLE
751350,1.450540912,103.8206243,350A CANBERRA RD
750403,1.45391726,103.8161301,403 ADMIRALTY LINK
750404,1.453566505,103.8164692,404 ADMIRALTY LINK
753504,1.450119489,103.8235917,504C CANBERRA LINK
